,countries,export_product_diversity,import_product_diversity,is_latinoamerica
0,ABW,1.597102356911032,12.139516878574968,True
1,AFG,58.13242863605041,223.01179491792377,False
2,AGO,1.3404877657926497,229.65686911874133,False
3,AIA,1.0,1.0,False
4,ALB,107.85309252574334,577.0690744117686,False
5,AND,75.88972259871663,316.3338052431586,False
6,ANT,1.0,1.0,False
7,ARE,34.990788938834434,408.8199560701701,False
8,ARG,137.97872736732236,659.1671494011288,True
9,ARM,20.376074328414724,233.51654351373102,False
10,ASM,40.30575727491074,79.00292773591855,False
11,ATF,1.0,1.0,False
12,ATG,5.867044688726054,45.08449004738546,True
13,AUS,126.3372409542394,544.248439773581,False
14,AUT,674.6406553348442,852.4725782618852,False
15,AZE,6.19767206849733,351.04734266269077,False
16,BDI,5.110073551014584,268.30176152074426,False
17,BEL,557.9204030211557,513.0635524147474,False
18,BEN,13.351183207330987,172.5107005607274,False
19,BES,1.0,1.0,False
20,BFA,5.153403097470069,225.50805574421744,False
21,BGD,65.70473593313132,418.8294433350024,False
22,BGR,344.81128853908774,628.8796823595038,False
23,BHR,27.592699630630733,456.85507572309234,False
24,BHS,10.9478748219198,24.879028314968437,True
25,BIH,147.71549829551472,634.0619473345598,False
26,BLM,1.0,1.0,False
27,BLR,75.08539806440643,249.89354332800207,False
28,BLZ,36.32692279271786,195.1664196984593,True
29,BMU,5.308669895423325,32.89261100463032,False
30,BOL,19.896050774447097,599.1322937981006,True
31,BRA,267.4913834402007,454.7104908267949,True
32,BRB,94.86779336929293,325.58892954426665,True
33,BRN,2.9022474577707196,329.7151770901232,False
34,BTN,26.057744181957503,383.0338672462718,False
35,BWA,4.827992357252851,431.68231913977974,False
36,CAF,12.928771503190665,164.27786712023752,False
37,CAN,233.59674476829244,675.0807834256753,False
38,CCK,1.0,1.0,False
39,CHE,338.8887509141537,467.6174865772472,False
40,CHL,49.34267683902352,419.64796489777325,True
41,CHN,620.5870028780668,408.7943904985218,False
42,CIV,31.41719732968045,100.27685240854436,False
43,CMR,12.178814037621724,167.879024934548,False
44,COD,8.836604639977173,256.3119906677315,False
45,COG,2.389455016226356,408.9915981601003,False
46,COK,1.0,1.0,False
47,COL,71.41788624566344,645.553749851085,True
48,COM,7.578015151521101,173.1294916752356,False
49,CPV,19.482550986937245,363.43943500576086,False
50,CRI,85.83384003536901,357.2866784365348,True
51,CSK,1.0,1.0,False
52,CUB,15.499707621440505,371.2018758613183,True
