,countries,export_product_diversity,import_product_diversity,is_latinoamerica,year
122,LSO,1.0,1.0,False,1995
123,LTU,290.6662405767651,551.6717453305283,False,1995
124,LUX,1.0,1.0,False,1995
125,LVA,160.9810947558856,542.058784996976,False,1995
126,MAC,137.89985998506057,437.9580742142625,False,1995
127,MAR,155.84544830057885,648.3140501126738,False,1995
128,MDA,136.48517069433402,184.8052022751168,False,1995
129,MDG,52.00370914367681,435.8748701623995,False,1995
130,MDV,16.464760337261456,419.04232017134495,False,1995
131,MEX,296.06015822428776,757.1136421409404,True,1995
132,MHL,5.5519248500464125,2.3278022455925944,False,1995
133,MKD,237.53350028437808,665.4480826773151,False,1995
134,MLI,3.88371401791113,284.9830303850627,False,1995
135,MLT,45.27723269871544,204.3652617674149,False,1995
136,MMR,34.0611110625213,347.29834594716533,False,1995
137,MNE,1.0,1.0,False,1995
138,MNG,18.56211058492624,303.8731835825094,False,1995
139,MNP,22.737990359308675,80.2234135312561,False,1995
140,MOZ,19.631973918833584,219.41832387303972,False,1995
141,MRT,5.36902047410818,215.6536237117987,False,1995
142,MSR,1.0,1.0,False,1995
143,MUS,56.714778756444574,629.4688871869834,False,1995
144,MWI,13.560459140713135,366.1229446762616,False,1995
145,MYS,207.28642837502343,505.2555460925127,False,1995
146,MYT,1.0,1.0,False,1995
147,NAM,1.0,1.0,False,1995
148,NCL,4.318239742462482,386.41435390650713,False,1995
149,NER,10.205969968226563,220.29670897573556,False,1995
150,NFK,1.0,1.0,False,1995
151,NGA,2.1862544420144125,546.7865930899628,False,1995
152,NIC,50.73911977442827,404.9716772818582,True,1995
153,NIU,1.0,1.0,False,1995
154,NLD,805.3895204522731,961.1416804341824,False,1995
155,NOR,62.255598068232224,963.3897850241297,False,1995
156,NPL,17.862226524076902,331.6322466281838,False,1995
157,NRU,4.427247508139509,166.6962735919514,False,1995
158,NZL,224.40021666292785,846.5337296072628,False,1995
159,OMN,6.572501135592434,293.1548726688379,False,1995
160,PAK,129.66524330627382,475.71537560445455,False,1995
161,PAN,77.821380729777,42.775374854694846,True,1995
162,PCN,1.0,1.0,False,1995
163,PER,51.97445202937778,657.3286384461761,True,1995
164,PHL,148.44356598039562,465.849051193968,False,1995
165,PLW,7.962842497982191,141.455147926697,False,1995
166,PNG,9.004461994313528,345.5031797626158,False,1995
167,POL,570.4304448105688,1051.6155914658652,False,1995
168,PRK,186.5244575040351,287.5089944824237,False,1995
169,PRT,388.7250627385157,892.072491055387,False,1995
170,PRY,28.367679610249542,450.9472040707942,True,1995
171,PSE,1.0,1.0,False,1995
172,PUS,1.0,1.0,False,1995
173,PYF,3.6857639587650186,426.21603105763535,False,1995
174,QAT,3.799045907071621,399.1622532445398,False,1995
175,R20,1.0,1.0,False,1995
176,ROU,354.9936734246064,591.3823794355699,False,1995
177,RUS,91.43284725728294,713.2562096024666,False,1995
178,RWA,3.827031401562801,176.13381114724655,False,1995
179,S19,1.0,1.0,False,1995
180,SAU,6.828187353631232,807.4491614861506,False,1995
181,SCG,1.0,1.0,False,1995
182,SDN,1.0,1.0,False,1995
183,SEN,33.06545206983912,366.8780918773412,False,1995
184,SGP,169.30916278822704,381.21062955205537,False,1995
185,SHN,1.0,1.0,False,1995
186,SLB,7.013855511303243,246.28820449264265,False,1995
187,SLE,8.700322338836175,207.79227369617092,False,1995
188,SLV,84.14375383666703,728.0037706255558,True,1995
189,SMR,1.0,1.0,False,1995
190,SOM,6.550700039021414,37.34392460231208,False,1995
191,SPM,1.0,1.0,False,1995
192,SRB,1.0,1.0,False,1995
193,SSD,1.0,1.0,False,1995
194,STP,8.464085973497962,228.228721095757,False,1995
195,SUN,1.0,1.0,False,1995
196,SUR,9.566635418105264,87.43388018107794,True,1995
197,SVK,558.9509101966495,936.9216982813456,False,1995
198,SVN,539.0812263929118,1055.403138046814,False,1995
199,SWE,484.0224537396632,965.4839243641604,False,1995
200,SWZ,1.0,1.0,False,1995
201,SXM,1.0,1.0,True,1995
202,SYC,11.571113098037078,392.8505111028032,False,1995
203,SYR,7.146788334726917,533.4508557888497,False,1995
204,TCA,6.023789912005046,106.22568740814182,True,1995
205,TCD,2.5108065683302057,202.9128818648917,False,1995
206,TGO,28.119107550903276,222.5751678002476,False,1995
207,THA,353.06788217871593,644.916727618891,False,1995
208,TJK,7.184990927594811,84.45131712131366,False,1995
209,TKL,1.0,1.0,False,1995
210,TKM,3.5747774303219537,227.1619591969157,False,1995
211,TLS,23.922901090464094,40.84600633952583,False,1995
212,TON,6.88218596114435,247.7395788607967,False,1995
213,TTO,25.563498954196277,431.0806442563943,True,1995
214,TUN,168.4004785694944,753.4448683175275,False,1995
215,TUR,449.0800859308331,683.1366494319599,False,1995
216,TUV,8.255826616820015,67.46029124375843,False,1995
217,TZA,28.67139402596873,501.1026813820795,False,1995
218,UGA,6.111750042083896,528.5392686102056,False,1995
219,UKR,148.9045269116622,559.3099616145356,False,1995
220,URY,153.80396500779176,679.9735644403745,True,1995
221,USA,751.1978952829148,536.6982839499668,False,1995
222,UZB,4.793881117235715,264.6835515740954,False,1995
223,VCT,24.07840454500573,166.28649024387346,True,1995
224,VEN,13.397699009210376,853.4975527686358,True,1995
225,VGB,19.29891131731284,19.560231527872883,True,1995
226,VNM,66.04886775456907,433.7278392074276,False,1995
227,VUT,16.236163712453507,59.8348695640299,False,1995
228,WLF,1.0,1.0,False,1995
229,WSM,2.472430449842059,112.46569464721333,False,1995
230,YEM,2.047082977170241,176.85859760850053,False,1995
231,ZA1,1.0,1.0,False,1995
232,ZAF,1.0,1.0,False,1995
233,ZMB,7.877009666617555,515.8037560561521,False,1995
234,ZWE,93.3522583301092,758.0441037922844,False,1995
0,ABW,1.5491308877182817,36.29677415387543,True,1996
1,AFG,15.832397548212436,83.9398188722041,False,1996
2,AGO,1.5738537872846403,293.74412219963057,False,1996
3,AIA,1.0,1.0,False,1996
4,ALB,122.56567048399054,472.448307611734,False,1996
5,AND,85.35677583381283,361.9101647830773,False,1996
6,ANT,1.0,1.0,False,1996
7,ARE,10.396376995910598,701.150771881144,False,1996
8,ARG,148.8290026550012,917.0611584471044,True,1996
9,ARM,30.33050094686129,82.69264508914033,False,1996
10,ASM,1.0,1.0,False,1996
11,ATF,1.0,1.0,False,1996
12,ATG,13.271034955642516,141.35804709281737,True,1996
13,AUS,207.1495665547352,806.7176241729167,False,1996
14,AUT,873.8838425678094,1066.85675223785,False,1996
15,AZE,15.799452181262064,367.7137429182828,False,1996
16,BDI,6.69509537975413,238.35833959921536,False,1996
17,BEL,1.0,1.0,False,1996
18,BEN,4.887836127016503,168.75218019799084,False,1996
19,BES,1.0,1.0,False,1996
20,BFA,8.486174571896193,335.67761854282213,False,1996
21,BGD,83.23902573564636,504.4116076253347,False,1996
22,BGR,436.86796276339606,309.733594801958,False,1996
23,BHR,24.20198132605316,621.3155384747441,False,1996
24,BHS,22.093013070760648,32.62264070835548,True,1996
25,BIH,219.7139113108492,532.7599191708788,False,1996
26,BLM,1.0,1.0,False,1996
27,BLR,207.6850736304135,706.4972043804756,False,1996
28,BLZ,30.7616692985378,230.75740298628585,True,1996
29,BMU,9.878714416044533,62.13374463776311,False,1996
30,BOL,40.38916914031129,599.9179342188748,True,1996
31,BRA,308.98085550360025,680.4846143366657,True,1996
32,BRB,43.97587772565485,380.1625532757935,True,1996
33,BRN,5.135380624817458,120.6808355981328,False,1996
34,BTN,15.9420269122522,105.51425761329904,False,1996
35,BWA,1.0,1.0,False,1996
36,CAF,7.366273022598255,271.4716639734149,False,1996
37,CAN,265.96336322787744,686.4291084189827,False,1996
38,CCK,1.0,1.0,False,1996
39,CHE,569.978062304303,735.6827438112904,False,1996
40,CHL,76.96361220207538,672.9117779260029,True,1996
41,CHN,830.6340066981281,833.2988010188519,False,1996
42,CIV,34.61326039669113,284.01498356574456,False,1996
43,CMR,20.48100516386556,391.7082825339706,False,1996
44,COD,9.986864349827218,292.4179200381734,False,1996
45,COG,3.946247613823669,30.43035669861344,False,1996
46,COK,1.0,1.0,False,1996
47,COL,55.32672024731368,833.7658806853294,True,1996
48,COM,8.471745924564296,358.3456361830569,False,1996
49,CPV,20.36483146444324,121.99619455385644,False,1996
50,CRI,90.12897533539652,711.8140048030289,True,1996
51,CSK,1.0,1.0,False,1996
52,CUB,7.720061941371028,255.85040355375708,True,1996
53,CUW,1.0,1.0,True,1996
54,CXR,1.0,1.0,False,1996
55,CYM,11.397022266218263,87.3106601718744,True,1996
56,CYP,68.13236658162774,367.1708186096928,False,1996
57,CZE,917.1178645717514,1077.337926034628,False,1996
58,DDR,1.0,1.0,False,1996
59,DEU,1012.3492298080234,1036.3153074244576,False,1996
60,DJI,13.793390829499568,189.03375191059527,False,1996
61,DMA,34.10730788027311,418.1255997925235,True,1996
62,DNK,627.8412640540291,1068.020689638823,False,1996
63,DOM,90.00008557677965,358.9119195336241,True,1996
64,DZA,7.608051121283261,526.5408075446454,False,1996
65,ECU,19.30771470122606,716.3226741628357,True,1996
66,EGY,37.405601361071966,694.8057506900856,False,1996
67,ERI,5.355263224057863,192.58546475496772,False,1996
68,ESP,617.0057495335637,905.1693024486844,False,1996
69,EST,372.7320413991351,736.7900305544056,False,1996
70,ETH,8.45344673027433,397.7935048355963,False,1996
71,FIN,335.32621130465026,793.8273767056579,False,1996
72,FJI,31.270583168881,349.7565852273577,False,1996
73,FLK,1.0,1.0,False,1996
74,FRA,882.9671989220275,1035.9634910042175,False,1996
75,FSM,8.863521710325386,89.65943695400756,False,1996
76,GAB,3.34480351762605,559.0624683258171,False,1996
77,GBR,702.3303719674772,873.9227239891896,False,1996
78,GEO,109.16103680655291,77.53029969857403,False,1996
79,GHA,18.70996454609076,537.0358218709014,False,1996
80,GIB,20.55774320869724,13.37920559074634,False,1996
81,GIN,8.816396941467046,284.6185572724472,False,1996
82,GMB,4.212300664402057,291.57654821709014,False,1996
83,GNB,9.18308204032831,186.75691503247683,False,1996
84,GNQ,5.075244621757839,122.41822752618836,False,1996
85,GRC,317.4529938541961,846.6315650875266,False,1996
86,GRD,31.69395680555921,363.05293475833935,True,1996
87,GRL,5.738883269818214,222.32880885025656,False,1996
88,GTM,98.5255402953706,627.5568638365355,True,1996
89,GUM,1.0,1.0,False,1996
90,GUY,10.959097873663952,340.9219485037204,True,1996
91,HKG,571.111376892,812.9440303782791,False,1996
92,HND,79.71376317469903,516.5480020795638,True,1996
93,HRV,337.8168965882895,921.4224489952488,False,1996
94,HTI,70.78619005680798,245.9667875515356,True,1996
95,HUN,745.7218788846866,918.2083725418712,False,1996
96,IDN,217.22186257580333,745.8993708181295,False,1996
97,IND,410.8339596350594,335.43992278579736,False,1996
98,IOT,1.0,1.0,False,1996
99,IRL,236.0163642357812,539.3416847286906,False,1996
100,IRN,2.8650418776756768,396.41135080923846,False,1996
101,IRQ,3.076557303725455,41.01640679361079,False,1996
102,ISL,39.4125750108873,639.062703323562,False,1996
103,ISR,175.14422992973738,485.95229027067296,False,1996
104,ITA,1053.6904159675994,848.9249650562647,False,1996
105,JAM,27.275569456628435,381.52015575414185,True,1996
106,JOR,41.53576359345617,596.14036556728,False,1996
107,JPN,447.12225768982006,505.46259314421616,False,1996
108,KAZ,69.08900656287098,379.44751221813,False,1996
109,KEN,62.11501889995062,608.876418698508,False,1996
110,KGZ,101.83891228256331,206.06832754263303,False,1996
111,KHM,62.35147302202385,148.94590781899691,False,1996
112,KIR,13.040791967977714,191.98546405765765,False,1996
113,KNA,12.463849312782866,538.3730290999357,True,1996
114,KOR,304.48958325346314,512.8510935141147,False,1996
115,KWT,2.98053114331862,308.93197231479337,False,1996
116,LAO,73.76735019269213,263.6699120551689,False,1996
117,LBN,87.72226773623343,501.2324267889509,False,1996
118,LBR,3.91564906529864,5.517442696217496,False,1996
119,LBY,2.284197937564682,377.5862907682106,False,1996
120,LCA,14.088196186909098,447.8210202410984,True,1996
121,LKA,156.52956612533777,592.8989948413977,False,1996
122,LSO,1.0,1.0,False,1996
123,LTU,304.4330872027507,617.0243041555018,False,1996
124,LUX,1.0,1.0,False,1996
125,LVA,162.54583865892744,391.6338313373663,False,1996
126,MAC,114.18013115454352,427.3308431526821,False,1996
127,MAR,148.00244393104958,606.3531446022816,False,1996
128,MDA,134.42208473156018,271.65492703816886,False,1996
129,MDG,55.50090549277994,354.97654742993774,False,1996
130,MDV,16.892897411330917,404.13773822546847,False,1996
131,MEX,262.6326783499928,750.5933342897966,True,1996
132,MHL,5.346984056366514,3.7540228192309386,False,1996
133,MKD,247.1505651959852,686.0962376882502,False,1996
134,MLI,6.618467247368197,319.3565381369585,False,1996
135,MLT,43.47996329399428,229.42651595454183,False,1996
136,MMR,42.73340143379578,375.7626052019346,False,1996
137,MNE,1.0,1.0,False,1996
138,MNG,13.899537989491153,301.27181013007424,False,1996
139,MNP,16.361833418103586,67.68556981391743,False,1996
140,MOZ,14.483456077745812,267.12036646151535,False,1996
141,MRT,7.393942812519049,217.08976220898435,False,1996
142,MSR,1.0,1.0,False,1996
143,MUS,41.38073723687446,596.7681977164187,False,1996
144,MWI,15.151844767066372,376.6849339773864,False,1996
145,MYS,218.7673245755276,496.4661830712338,False,1996
146,MYT,1.0,1.0,False,1996
147,NAM,1.0,1.0,False,1996
148,NCL,3.9978173341543,368.1255331882643,False,1996
149,NER,17.952111903956652,182.2140648982621,False,1996
150,NFK,1.0,1.0,False,1996
151,NGA,1.9959642212511843,522.5680211430306,False,1996
152,NIC,47.00794231457218,490.17520542280056,True,1996
153,NIU,1.0,1.0,False,1996
154,NLD,758.5236024125074,877.885836061825,False,1996
155,NOR,45.44329392459757,892.7170862272102,False,1996
156,NPL,22.757595664530307,360.0392630611281,False,1996
157,NRU,5.649407202178555,64.44965068649662,False,1996
158,NZL,221.2659989492834,780.7380756938547,False,1996
159,OMN,6.492646566353455,348.22330355564867,False,1996
160,PAK,121.18675027801376,451.8476339578028,False,1996
161,PAN,51.52336841940744,37.43663480376873,True,1996
162,PCN,1.0,1.0,False,1996
163,PER,55.161537904693866,655.897953350655,True,1996
164,PHL,150.6518719849053,424.4631300086256,False,1996
165,PLW,13.66641489547899,106.5052127444848,False,1996
166,PNG,9.34015841698102,352.35731375473506,False,1996
167,POL,631.3834205551192,1005.062787712844,False,1996
168,PRK,256.72949437501984,242.94002738916177,False,1996
169,PRT,347.9760837487259,890.2359859186282,False,1996
170,PRY,25.59831101109529,453.0110507143796,True,1996
171,PSE,1.0,1.0,False,1996
172,PUS,1.0,1.0,False,1996
173,PYF,11.029944913462035,539.181433948023,False,1996
174,QAT,3.1409068477108204,400.9976729938065,False,1996
175,R20,1.0,1.0,False,1996
176,ROU,348.1038067374228,682.4278887452259,False,1996
177,RUS,76.56248297034637,852.8461450697025,False,1996
178,RWA,3.5295340390301044,232.74093805862108,False,1996
179,S19,1.0,1.0,False,1996
180,SAU,5.962431368825327,696.9121182997216,False,1996
181,SCG,1.0,1.0,False,1996
182,SDN,1.0,1.0,False,1996
183,SEN,52.4927915880404,276.89530888672664,False,1996
184,SGP,149.72124186051042,354.63486799153844,False,1996
185,SHN,1.0,1.0,False,1996
186,SLB,6.502681292394626,240.740477750691,False,1996
187,SLE,10.767139278053182,264.00348201872293,False,1996
188,SLV,87.04491922676354,667.8792728000986,True,1996
189,SMR,1.0,1.0,False,1996
190,SOM,8.542739944810615,21.49208212676022,False,1996
191,SPM,1.0,1.0,False,1996
192,SRB,1.0,1.0,False,1996
193,SSD,1.0,1.0,False,1996
194,STP,5.459078040594292,196.55730159725067,False,1996
195,SUN,1.0,1.0,False,1996
196,SUR,10.042428314679192,298.6987685335217,True,1996
197,SVK,522.0686008296333,728.3262332854845,False,1996
198,SVN,527.0157573373124,970.1768441730422,False,1996
199,SWE,479.1740632502135,864.6456097639193,False,1996
200,SWZ,1.0,1.0,False,1996
201,SXM,1.0,1.0,True,1996
202,SYC,11.011815035863805,196.8714959256565,False,1996
203,SYR,5.140170173136417,520.0679519663074,False,1996
204,TCA,6.975264249709408,121.67235127969958,True,1996
205,TCD,2.433976450790952,152.78938197216678,False,1996
206,TGO,32.16910979702585,295.5691451577719,False,1996
207,THA,325.5901476277151,618.6548550437711,False,1996
208,TJK,14.688248971595328,104.59453728222398,False,1996
209,TKL,1.0,1.0,False,1996
210,TKM,2.6015318094607225,177.08779157200024,False,1996
211,TLS,22.56124691519051,58.36236058928229,False,1996
212,TON,6.174628650221227,219.30620729797343,False,1996
213,TTO,27.911581673442644,362.7297267336826,True,1996
214,TUN,160.7215598989915,797.9964254678824,False,1996
215,TUR,496.9567020739767,735.3482588198592,False,1996
216,TUV,8.967777030196649,83.75988764690563,False,1996
217,TZA,30.55604564424134,536.6191262655204,False,1996
218,UGA,8.458512379302277,450.2347357019225,False,1996
219,UKR,353.63114469190754,182.60401264681187,False,1996
220,URY,125.47803550329924,677.7763992986723,True,1996
221,USA,719.728744538063,520.8754425647924,False,1996
222,UZB,13.010276119827244,355.9200690683393,False,1996
223,VCT,33.96246064895148,107.84521576172077,True,1996
224,VEN,10.495587530010322,729.2527091712979,True,1996
225,VGB,20.5873116047855,5.1463291638814255,True,1996
226,VNM,83.8690740458252,454.65982577384784,False,1996
227,VUT,17.799932953718343,61.47445629374958,False,1996
228,WLF,1.0,1.0,False,1996
229,WSM,4.451616704937666,158.6701855343817,False,1996
230,YEM,2.1707070055685334,174.81969239115097,False,1996
231,ZA1,1.0,1.0,False,1996
232,ZAF,1.0,1.0,False,1996
233,ZMB,11.976925345433155,564.2948487338036,False,1996
234,ZWE,55.66965577201675,510.1837513104634,False,1996
0,ABW,1.4951865484300104,41.73625668447877,True,1997
1,AFG,32.113312117004035,117.21566448546082,False,1997
2,AGO,1.676957062229388,315.80061670905434,False,1997
3,AIA,1.0,1.0,False,1997
4,ALB,119.54586074579474,478.6851331400927,False,1997
5,AND,98.21770466059002,325.0491143295351,False,1997
6,ANT,1.0,1.0,False,1997
7,ARE,13.964378474131651,713.9529798374207,False,1997
8,ARG,151.81116151173444,863.2353649781745,True,1997
9,ARM,81.99397579604789,149.5597623723428,False,1997
10,ASM,1.0,1.0,False,1997
11,ATF,1.0,1.0,False,1997
12,ATG,14.49116492823167,162.03283970675113,True,1997
13,AUS,213.3035554195444,806.0047050990344,False,1997
14,AUT,894.0815154234897,1087.281506959407,False,1997
15,AZE,19.10705933973517,444.02635143097393,False,1997
16,BDI,2.768909782367594,275.78422861164955,False,1997
17,BEL,1.0,1.0,False,1997
18,BEN,3.645935537696408,185.13474042291872,False,1997
19,BES,1.0,1.0,False,1997
20,BFA,11.288250511998047,313.99501874917235,False,1997
21,BGD,89.9621491150761,464.809623743411,False,1997
22,BGR,399.6374372860605,316.2761886103048,False,1997
23,BHR,18.18721416112934,385.1058487642538,False,1997
24,BHS,36.484475070566894,129.21509211700896,True,1997
25,BIH,119.00948984493202,438.8270453867691,False,1997
26,BLM,1.0,1.0,False,1997
27,BLR,133.4969199862784,143.22730008064025,False,1997
28,BLZ,30.887631507798183,295.21003563457856,True,1997
29,BMU,7.769308364713466,91.15436247912945,False,1997
30,BOL,33.60772763394232,459.5277935770679,True,1997
31,BRA,278.9834061160942,683.7914067901002,True,1997
32,BRB,84.96977891708471,343.260448365358,True,1997
33,BRN,6.902300411245723,291.30823002931805,False,1997
34,BTN,20.899566769623863,106.9782542917208,False,1997
35,BWA,1.0,1.0,False,1997
36,CAF,6.779757826471212,224.60364781163835,False,1997
37,CAN,279.2782144757275,687.617574683201,False,1997
38,CCK,1.0,1.0,False,1997
39,CHE,511.8764810423313,695.9482425063808,False,1997
40,CHL,60.89265286702819,727.1564639923839,True,1997
41,CHN,827.6823687189893,757.4590789896534,False,1997
42,CIV,37.3090250408232,325.535247924869,False,1997
43,CMR,19.91485612606115,326.9949893919239,False,1997
44,COD,8.383897295400018,321.4798980533619,False,1997
45,COG,3.546192714478545,283.2417150389779,False,1997
46,COK,1.0,1.0,False,1997
47,COL,54.874565520495615,818.6409047252686,True,1997
48,COM,9.34416684128288,370.2096141823388,False,1997
49,CPV,24.96769750899271,305.12888507496376,False,1997
50,CRI,108.04963363438928,766.3319377118052,True,1997
51,CSK,1.0,1.0,False,1997
52,CUB,8.137733509588513,425.53413747589104,True,1997
53,CUW,1.0,1.0,True,1997
54,CXR,1.0,1.0,False,1997
55,CYM,14.775244606008808,48.47287884045772,True,1997
56,CYP,78.43256915641513,372.3164681939358,False,1997
57,CZE,823.6152242995356,975.6998058337632,False,1997
58,DDR,1.0,1.0,False,1997
59,DEU,972.4817099392134,1016.1200151163677,False,1997
60,DJI,54.47633156579485,154.60512804496864,False,1997
61,DMA,55.90774408406635,507.6447201799913,True,1997
62,DNK,632.6925490300248,1010.6724513488452,False,1997
63,DOM,87.70116591090627,392.4785979071327,True,1997
64,DZA,6.668987621807737,454.4206067246962,False,1997
65,ECU,16.693280547234814,619.8579692174237,True,1997
66,EGY,59.54032632542944,635.2428803357672,False,1997
67,ERI,3.8149133974915017,149.50484779492368,False,1997
68,ESP,658.3879276847622,915.81791319073,False,1997
69,EST,295.10140834894514,696.5400126031618,False,1997
70,ETH,8.98921811939568,604.9468356784167,False,1997
71,FIN,341.7924397077539,839.2323747932039,False,1997
72,FJI,43.737406672756464,384.2564091831217,False,1997
73,FLK,1.0,1.0,False,1997
74,FRA,831.8443321901717,1028.6346499307947,False,1997
75,FSM,11.03855864898768,101.23010594768498,False,1997
