,countries,export_product_diversity,import_product_diversity,is_latinoamerica
0,ABW,1.4951865484300104,41.73625668447877,True
1,AFG,32.113312117004035,117.21566448546082,False
2,AGO,1.676957062229388,315.80061670905434,False
3,AIA,1.0,1.0,False
4,ALB,119.54586074579474,478.6851331400927,False
5,AND,98.21770466059002,325.0491143295351,False
6,ANT,1.0,1.0,False
7,ARE,13.964378474131653,713.9529798374207,False
8,ARG,151.81116151173444,863.2353649781745,True
9,ARM,81.99397579604789,149.5597623723428,False
10,ASM,1.0,1.0,False
11,ATF,1.0,1.0,False
12,ATG,14.49116492823167,162.03283970675113,True
13,AUS,213.3035554195444,806.0047050990344,False
14,AUT,894.0815154234897,1087.281506959407,False
15,AZE,19.107059339735166,444.02635143097393,False
16,BDI,2.768909782367594,275.78422861164955,False
17,BEL,1.0,1.0,False
18,BEN,3.645935537696408,185.13474042291872,False
19,BES,1.0,1.0,False
20,BFA,11.288250511998047,313.99501874917235,False
21,BGD,89.9621491150761,464.809623743411,False
22,BGR,399.6374372860605,316.27618861030476,False
23,BHR,18.18721416112934,385.10584876425384,False
24,BHS,36.484475070566894,129.21509211700896,True
25,BIH,119.00948984493202,438.8270453867691,False
26,BLM,1.0,1.0,False
27,BLR,133.4969199862784,143.22730008064025,False
28,BLZ,30.887631507798183,295.21003563457856,True
29,BMU,7.769308364713466,91.15436247912945,False
30,BOL,33.60772763394232,459.5277935770679,True
31,BRA,278.9834061160942,683.7914067901002,True
32,BRB,84.96977891708471,343.260448365358,True
33,BRN,6.902300411245723,291.30823002931805,False
34,BTN,20.899566769623863,106.97825429172079,False
35,BWA,1.0,1.0,False
36,CAF,6.7797578264712115,224.60364781163835,False
37,CAN,279.2782144757275,687.617574683201,False
38,CCK,1.0,1.0,False
39,CHE,511.87648104233125,695.9482425063808,False
40,CHL,60.89265286702819,727.1564639923839,True
41,CHN,827.6823687189893,757.4590789896534,False
42,CIV,37.309025040823194,325.535247924869,False
43,CMR,19.91485612606115,326.9949893919239,False
44,COD,8.383897295400018,321.4798980533619,False
45,COG,3.5461927144785452,283.2417150389779,False
46,COK,1.0,1.0,False
47,COL,54.874565520495615,818.6409047252686,True
48,COM,9.34416684128288,370.2096141823388,False
49,CPV,24.96769750899271,305.12888507496376,False
50,CRI,108.04963363438927,766.3319377118052,True
51,CSK,1.0,1.0,False
52,CUB,8.137733509588513,425.53413747589104,True
53,CUW,1.0,1.0,True
54,CXR,1.0,1.0,False
55,CYM,14.775244606008808,48.47287884045772,True
56,CYP,78.43256915641513,372.3164681939358,False
57,CZE,823.6152242995356,975.6998058337633,False
58,DDR,1.0,1.0,False
59,DEU,972.4817099392134,1016.1200151163677,False
60,DJI,54.476331565794844,154.60512804496864,False
61,DMA,55.90774408406635,507.6447201799913,True
62,DNK,632.6925490300248,1010.6724513488451,False
63,DOM,87.70116591090627,392.4785979071327,True
64,DZA,6.668987621807737,454.4206067246962,False
65,ECU,16.693280547234814,619.8579692174237,True
66,EGY,59.54032632542944,635.2428803357672,False
67,ERI,3.8149133974915017,149.50484779492368,False
68,ESP,658.3879276847622,915.81791319073,False
69,EST,295.10140834894514,696.5400126031618,False
70,ETH,8.98921811939568,604.9468356784167,False
71,FIN,341.7924397077539,839.2323747932039,False
72,FJI,43.737406672756464,384.2564091831217,False
73,FLK,1.0,1.0,False
74,FRA,831.8443321901717,1028.6346499307947,False
75,FSM,11.038558648987681,101.23010594768498,False
76,GAB,3.4112766167017057,505.69741710800247,False
77,GBR,687.4271206658261,850.6389230682502,False
78,GEO,111.08555259784798,145.88840047757608,False
79,GHA,29.415101579276588,457.14094140673865,False
80,GIB,32.483308358688696,9.650337923306926,False
81,GIN,10.34926466435334,257.0973481256396,False
82,GMB,5.327005517194672,282.7396590278972,False
83,GNB,4.551501203988011,198.5404631079222,False
84,GNQ,3.5198234674399784,84.14543878960866,False
85,GRC,357.6697383968576,858.0563149251741,False
86,GRD,38.16282607868976,400.82812917843097,True
87,GRL,7.013758547929712,259.8487625695312,False
88,GTM,88.73810221229819,729.4957428576673,True
89,GUM,1.0,1.0,False
90,GUY,19.34441834926675,459.5136478187554,True
91,HKG,563.4352749840468,823.1062493282636,False
92,HND,79.46318845069122,506.2537272457192,True
93,HRV,377.438677290807,934.2469126335335,False
94,HTI,61.443257848522066,254.4423908058308,True
95,HUN,449.4090513128125,803.1387975836466,False
96,IDN,218.2623570670067,754.2972172173348,False
97,IND,447.15779034181315,320.9737330616733,False
98,IOT,1.0,1.0,False
99,IRL,225.1380378089589,499.10705508475183,False
100,IRN,5.635629954220034,550.7665082778229,False
101,IRQ,1.2737355022096764,29.325568428249927,False
102,ISL,39.46460870866082,675.61874119472,False
103,ISR,163.9427734250537,455.8665000948482,False
104,ITA,1058.0216760250532,830.513664751876,False
105,JAM,21.545231635566118,388.12671926118367,True
106,JOR,74.75164503374046,517.1934941022066,False
107,JPN,424.9615828811396,501.262232540279,False
108,KAZ,52.610014256766064,463.0153246334756,False
109,KEN,86.57945857115541,441.52474144374673,False
110,KGZ,75.88629615790956,330.26710681154754,False
111,KHM,41.521830019830844,174.61083966481326,False
112,KIR,3.5641140731740917,266.5428380375873,False
113,KNA,13.563279056601884,489.800256207819,True
114,KOR,311.2770508405599,428.95464077655976,False
115,KWT,3.070062004293648,439.4980856130537,False
116,LAO,64.63964604681856,189.19348130655067,False
117,LBN,211.71959588552235,509.12959914167186,False
118,LBR,6.574703460898263,5.8233239324046755,False
119,LBY,2.527078545963464,441.17405054776464,False
120,LCA,20.78737023517138,413.6453140176903,True
121,LKA,150.78210801744572,609.6830423451561,False
122,LSO,1.0,1.0,False
123,LTU,305.86937824583225,592.886609824374,False
124,LUX,1.0,1.0,False
125,LVA,170.52595783113784,499.6593973148203,False
126,MAC,100.70203738108214,487.5177439745394,False
