,countries,export_product_diversity,import_product_diversity,is_latinoamerica
0,ABW,26.346417220784176,76.93194317048149,True
1,AFG,40.783387881018264,185.62981893834638,False
2,AGO,2.6674319346082496,425.62831218593135,False
3,AIA,1.0,1.0,False
4,ALB,117.71119439994966,563.1883461881357,False
5,AND,87.44784805303783,295.6788107767178,False
6,ANT,1.0,1.0,False
7,ARE,76.31457947498033,276.477347278541,False
8,ARG,89.77976993467205,482.63873588913316,True
9,ARM,29.672495392522112,380.7794778610559,False
10,ASM,28.373274126369537,34.08293677737788,False
11,ATF,1.0,1.0,False
12,ATG,19.313615220931457,82.98488949163018,True
13,AUS,50.246397572883815,440.6181229782896,False
14,AUT,709.9941041573225,818.0186011507916,False
15,AZE,3.4205790449765985,621.5307100408457,False
16,BDI,10.154981648801245,181.7970563556557,False
17,BEL,514.4128990444736,619.5762351515066,False
18,BEN,19.138905599462806,112.45315492165292,False
19,BES,1.0,1.0,False
20,BFA,5.9980205800108095,259.94095737077595,False
21,BGD,49.83964247261932,490.7981072572106,False
22,BGR,389.6879982474035,511.9853596256541,False
23,BHR,55.615393770777494,202.57551270644154,False
24,BHS,23.462272776585213,46.453606583914706,True
25,BIH,249.7808526048294,613.086758401732,False
26,BLM,1.0,1.0,False
27,BLR,167.78237849089152,338.94414064194154,False
28,BLZ,42.701026624675684,278.5051373309284,True
29,BMU,7.1453921194513494,43.11428592769882,False
30,BOL,15.042324096688686,589.0648240201251,True
31,BRA,127.08775099053064,519.6470195015831,True
32,BRB,96.10318220319893,325.46272591752376,True
33,BRN,3.9826640713354644,409.4921538473981,False
34,BTN,7.832487521562638,132.06013054900004,False
35,BWA,3.047822550532949,145.0002311662055,False
36,CAF,24.151049942906656,177.54481771176242,False
37,CAN,229.69840500384876,662.5408783198844,False
38,CCK,1.0,1.0,False
39,CHE,96.05731048672888,192.24609560517416,False
40,CHL,42.93056353741625,517.7975388128222,True
41,CHN,542.4024843898029,266.5322833918514,False
42,CIV,28.68509962228571,310.2821178333706,False
43,CMR,20.48772145554974,330.4370458843264,False
44,COD,9.035347265876084,251.61552750431662,False
45,COG,9.612737894104285,147.244977042839,False
46,COK,1.0,1.0,False
47,COL,34.81473478058987,567.1849264965389,True
48,COM,5.392252499994853,155.3177158680428,False
49,CPV,28.180163008248893,375.0497066141188,False
50,CRI,86.93483205410986,540.7957490750267,True
51,CSK,1.0,1.0,False
52,CUB,17.81151742181029,313.137977948619,True
53,CUW,6.90361895402908,156.4248049828716,True
54,CXR,1.0,1.0,False
55,CYM,1.3598064862609325,8.505920956100963,True
56,CYP,112.17985265281392,220.47263165784153,False
57,CZE,417.6444039169804,645.3415650705952,False
58,DDR,1.0,1.0,False
59,DEU,683.0574972607618,817.4782682722512,False
60,DJI,25.946529797333984,384.1663955026413,False
61,DMA,50.81463016710519,193.47376947967794,True
62,DNK,515.4153204310794,765.9792850223466,False
63,DOM,94.96919579180303,524.7659275094458,True
64,DZA,6.866890043440735,590.202937402187,False
65,ECU,16.324318496956288,401.9812693128431,True
66,EGY,198.3649736733201,447.66619429611586,False
67,ERI,3.5058616033970655,137.11351603468515,False
68,ESP,645.3879435835712,684.860562703693,False
69,EST,385.9906542037699,573.4391820257694,False
70,ETH,34.8723933325341,338.19033954884924,False
71,FIN,320.71041121480204,594.2229687002822,False
72,FJI,82.37774485725485,339.1277791800018,False
73,FLK,1.0,1.0,False
74,FRA,569.7822839388134,771.3247213446722,False
75,FSM,2.794459172741788,56.97988619509516,False
76,GAB,7.254654746726289,170.236282030573,False
77,GBR,421.915800104109,577.8769841068683,False
78,GEO,84.58834563583419,386.2482365271853,False
79,GHA,13.664002778926577,565.7834989264263,False
80,GIB,9.297218125341205,4.984739750383161,False
81,GIN,3.8342855352714302,257.16436239723896,False
82,GMB,7.4579338486813045,172.6351483285183,False
83,GNB,1.4953708740123506,115.10450192859969,False
84,GNQ,3.1596354590837645,323.42053522093266,False
85,GRC,136.8844021348417,352.2341792503375,False
86,GRD,37.385757782944644,369.84534976829735,True
87,GRL,9.544805457292938,201.38256230411622,False
88,GTM,153.56174416329284,451.38866199213925,True
89,GUM,72.97139160123322,16.376517478390312,False
90,GUY,17.106696387395775,336.1176073110255,True
91,HKG,178.3309287180997,106.45107667232683,False
92,HND,72.96105162856605,441.21372551042697,True
93,HRV,405.3524186417366,625.4121872679096,False
94,HTI,17.45963750963578,221.67726141992736,True
95,HUN,338.3620565804967,588.2844908533029,False
96,IDN,235.8777847596456,614.7531442547627,False
97,IND,348.2826066442004,194.9202052187823,False
98,IOT,1.0,1.0,False
99,IRL,80.49821507130825,366.3809796364723,False
100,IRN,15.846121813974062,566.2703075361973,False
101,IRQ,1.389314127078384,375.4485740430144,False
102,ISL,33.82246370563176,280.3596688504152,False
103,ISR,142.83317514314345,464.5196926423478,False
104,ITA,863.0787504622291,623.1579753428543,False
105,JAM,18.89795802087747,299.5769903849577,True
106,JOR,159.67775678604872,437.50683996664276,False
107,JPN,363.56072204169544,416.8740181771349,False
108,KAZ,14.689152371249858,686.311416714029,False
109,KEN,87.62187992857571,395.95447296680317,False
110,KGZ,39.67889895503038,264.2205007005095,False
111,KHM,121.44747545976519,242.8901006360424,False
112,KIR,4.40862330150856,261.9130980553523,False
113,KNA,28.498100812753513,310.1745632328761,True
114,KOR,184.90595568455316,313.7390699681038,False
115,KWT,4.949041605995799,582.4374064249334,False
116,LAO,40.436865610655246,309.15787518946803,False
117,LBN,210.61401613977281,283.5400108129173,False
118,LBR,8.520268522328891,13.546427555184987,False
119,LBY,2.924064901039219,214.6059705529414,False
120,LCA,59.705668603799495,16.63421495917472,True
121,LKA,180.45417500687452,412.84207429253166,False
122,LSO,21.606110651078698,369.4836872284517,False
123,LTU,382.83589120786553,597.1167090103011,False
124,LUX,305.28699749175485,467.7585445479461,False
125,LVA,370.8284018927963,350.1660670789935,False
126,MAC,120.00287814529366,282.84162971208946,False
127,MAR,154.43812609379225,526.7579973827461,False
128,MDA,136.99764549278257,512.3754822329586,False
129,MDG,39.93743789062891,353.3760622766129,False
130,MDV,8.757355227071535,246.82724992599077,False
131,MEX,220.00398909438434,485.55655189991893,True
132,MHL,10.215702577622244,4.5567851734791285,False
133,MKD,61.74122889175953,338.53035190213285,False
134,MLI,6.84909474852484,258.50302778386276,False
135,MLT,67.23010341787592,55.16049770458152,False
136,MMR,71.48235700105354,421.7156158789155,False
137,MNE,38.92942051354243,500.24335855868003,False
138,MNG,10.06272851124911,189.87905378789196,False
139,MNP,12.499840904547552,72.40399630111577,False
140,MOZ,22.756530976322956,194.7303992851998,False
141,MRT,16.432588679424313,181.27952368255083,False
142,MSR,1.0,1.0,False
143,MUS,109.03679356204728,431.8402919950028,False
144,MWI,11.091724091276573,330.57934529401143,False
145,MYS,157.82737978850008,364.03176220990906,False
146,MYT,1.0,1.0,False
147,NAM,41.44077727095105,362.9948665919193,False
148,NCL,4.306324390715676,262.22026883939895,False
149,NER,16.69118781434701,230.3507254075707,False
150,NFK,1.0,1.0,False
151,NGA,3.9162071503860223,404.78000570855176,False
152,NIC,50.175088664362434,468.4961477887211,True
153,NIU,1.0,1.0,False
154,NLD,536.2384233105885,469.47574284407807,False
155,NOR,41.76628417130133,597.8210770159367,False
156,NPL,111.42969797802114,289.3885343422311,False
157,NRU,13.65118537630677,221.01415493389013,False
158,NZL,134.27368583179057,576.3478387686548,False
159,OMN,19.34526648892744,400.77081888056097,False
160,PAK,203.34881579571848,420.3120713970527,False
161,PAN,161.5613402240875,126.32285714835892,True
162,PCN,1.0,1.0,False
163,PER,35.1049858990331,471.74384763677466,True
164,PHL,85.86089548500347,388.4724608343241,False
165,PLW,7.186343284377172,268.05410998039156,False
166,PNG,10.532208008463355,344.97977401393456,False
167,POL,673.3833331651211,865.5497405254293,False
168,PRK,59.58381104328997,375.476827419093,False
169,PRT,525.534468867604,717.4770912422538,False
170,PRY,17.58770877493446,294.3720814889984,True
171,PSE,102.22773548016475,206.4258939353527,False
172,PUS,1.0,1.0,False
173,PYF,16.907139901608804,388.181959715215,False
174,QAT,6.0218255212180845,401.1757209071877,False
175,R20,1.0,1.0,False
176,ROU,358.53429877515214,801.8478412962106,False
177,RUS,53.045193068800415,854.7899362671907,False
178,RWA,17.68970434531609,244.35604631156397,False
179,S19,1.0,1.0,False
180,SAU,10.861745679262148,643.3599150452991,False
181,SCG,1.0,1.0,False
182,SDN,11.834085592370846,358.3388154169658,False
183,SEN,81.53342096660361,309.58800003221404,False
184,SGP,77.41333716550152,126.22624547491628,False
185,SHN,1.0,1.0,False
186,SLB,8.801737757663593,281.17488776974255,False
187,SLE,21.838451515453745,316.5630633306056,False
188,SLV,134.64410089668593,511.18001350777564,True
189,SMR,64.83211652933717,102.38952884358199,False
190,SOM,9.512720268241688,157.08691288358747,False
191,SPM,1.0,1.0,False
192,SRB,371.0427628812665,675.5526805570609,False
193,SSD,1.1025250146648,134.9393540153017,False
194,STP,8.804212626285917,318.31712293918355,False
195,SUN,1.0,1.0,False
196,SUR,5.964865059735344,459.99400505747803,True
197,SVK,240.00423539753936,569.6921639840958,False
198,SVN,387.75956725532365,715.009815729642,False
199,SWE,449.03619363677,674.7901494597,False
200,SWZ,32.896987935430516,501.7355557920647,False
201,SXM,7.098616588346233,102.07293833639993,True
202,SYC,3.088724629186174,15.981355584596747,False
203,SYR,87.04221950173759,389.0853100017362,False
204,TCA,55.5513674578918,228.72186670577392,True
205,TCD,1.9016754664354074,271.36778715723466,False
206,TGO,18.154136361239004,44.28157207166995,False
207,THA,347.16355556678695,501.51984542990937,False
208,TJK,23.22581560648253,363.5667925884639,False
209,TKL,1.0,1.0,False
210,TKM,3.1825746156912635,480.2751609410773,False
211,TLS,6.097514571550089,224.40899139183736,False
212,TON,17.18418335194934,173.467072361688,False
213,TTO,16.833938384507462,210.54182768803744,True
214,TUN,235.6140299592362,561.2969632317338,False
215,TUR,543.8883546658423,503.1122116126568,False
216,TUV,8.770323084590519,33.79682991219427,False
217,TZA,37.18734404705279,342.8370747966619,False
218,UGA,58.058955192912286,258.14603536103954,False
219,UKR,173.03756471322842,468.30831241462084,False
220,URY,60.15140065388644,426.34418605231826,True
221,USA,532.803540172158,490.84864324650664,False
222,UZB,30.85476238274288,487.9634710716222,False
223,VCT,14.591487437029249,297.13097133470455,True
224,VEN,3.1571385358650517,222.76934654420194,True
225,VGB,4.203090105426146,18.400886389477495,True
226,VNM,188.2769559005519,422.2498820910425,False
227,VUT,13.761472919113194,212.3806449243228,False
228,WLF,1.0,1.0,False
229,WSM,36.29079652224029,289.9317474732757,False
230,YEM,8.270663099376035,226.88949562374216,False
231,ZA1,1.0,1.0,False
232,ZAF,168.91873147313345,474.53069775805307,False
233,ZMB,11.126180543810193,271.31692530084166,False
234,ZWE,21.674403442138587,213.45807132806559,False
